Section,Variable,Source,Model,ScalarName,AnalysisType,Region,ScalarType,Units,Data
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM5,Bias Score,MeanState,above,score,1,0.448793
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM5,Phase Shift,MeanState,above,scalar,months,1.01667
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM5,Seasonal Cycle Score,MeanState,above,score,1,0.932654
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM5,RMSE,MeanState,above,scalar,Watt m-2,23.906
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM5,RMSE Score,MeanState,above,score,1,0.391793
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM5,Overall Score,MeanState,above,score,1,0.541258
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM2-LM,Period Mean (original grids),MeanState,above,scalar,Watt m-2,122.458
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM2-LM,Bias,MeanState,above,scalar,Watt m-2,-61.7941
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM2-LM,Bias Score,MeanState,above,score,1,0.465996
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM2-LM,Phase Shift,MeanState,above,scalar,months,0
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM2-LM,Seasonal Cycle Score,MeanState,above,score,1,1
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM2-LM,RMSE,MeanState,above,scalar,Watt m-2,21.5249
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM2-LM,RMSE Score,MeanState,above,score,1,0.398249
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM2-LM,Overall Score,MeanState,above,score,1,0.565623
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM1-M,Period Mean (original grids),MeanState,above,scalar,Watt m-2,130.079
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM1-M,Bias,MeanState,above,scalar,Watt m-2,-54.463
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM1-M,Bias Score,MeanState,above,score,1,0.44369
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM1-M,Phase Shift,MeanState,above,scalar,months,0.508333
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM1-M,Seasonal Cycle Score,MeanState,above,score,1,0.966327
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM1-M,RMSE,MeanState,above,scalar,Watt m-2,18.5709
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM1-M,RMSE Score,MeanState,above,score,1,0.375318
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,NorESM1-M,Overall Score,MeanState,above,score,1,0.540163
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS-ESM1-5,Period Mean (original grids),MeanState,above,scalar,Watt m-2,127.883
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS-ESM1-5,Bias,MeanState,above,scalar,Watt m-2,-56.3697
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS-ESM1-5,Bias Score,MeanState,above,score,1,0.490009
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS-ESM1-5,Phase Shift,MeanState,above,scalar,months,0
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS-ESM1-5,Seasonal Cycle Score,MeanState,above,score,1,1
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS-ESM1-5,RMSE,MeanState,above,scalar,Watt m-2,28.1917
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS-ESM1-5,RMSE Score,MeanState,above,score,1,0.377425
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS-ESM1-5,Overall Score,MeanState,above,score,1,0.561215
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ESM,Period Mean (original grids),MeanState,above,scalar,Watt m-2,144.297
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ESM,Bias,MeanState,above,scalar,Watt m-2,-40.2452
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ESM,Bias Score,MeanState,above,score,1,0.377509
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ESM,Phase Shift,MeanState,above,scalar,months,1.01667
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ESM,Seasonal Cycle Score,MeanState,above,score,1,0.932654
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ESM,RMSE,MeanState,above,scalar,Watt m-2,37.6966
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ESM,RMSE Score,MeanState,above,score,1,0.353526
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ESM,Overall Score,MeanState,above,score,1,0.504304
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,HadGEM2-CC,Period Mean (original grids),MeanState,above,scalar,Watt m-2,138.381
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,HadGEM2-CC,Bias,MeanState,above,scalar,Watt m-2,-46.6306
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,HadGEM2-CC,Bias Score,MeanState,above,score,1,0.452145
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,HadGEM2-CC,Phase Shift,MeanState,above,scalar,months,0
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,HadGEM2-CC,Seasonal Cycle Score,MeanState,above,score,1,1
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,HadGEM2-CC,RMSE,MeanState,above,scalar,Watt m-2,27.4582
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,HadGEM2-CC,RMSE Score,MeanState,above,score,1,0.378729
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,HadGEM2-CC,Overall Score,MeanState,above,score,1,0.552401
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,IPSL-CM5A-LR,Period Mean (original grids),MeanState,above,scalar,Watt m-2,137.853
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,IPSL-CM5A-LR,Bias,MeanState,above,scalar,Watt m-2,-46.6895
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,IPSL-CM5A-LR,Bias Score,MeanState,above,score,1,0.475708
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,IPSL-CM5A-LR,Phase Shift,MeanState,above,scalar,months,0.508333
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,IPSL-CM5A-LR,Seasonal Cycle Score,MeanState,above,score,1,0.966327
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,IPSL-CM5A-LR,RMSE,MeanState,above,scalar,Watt m-2,47.4567
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,IPSL-CM5A-LR,RMSE Score,MeanState,above,score,1,0.34469
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,IPSL-CM5A-LR,Overall Score,MeanState,above,score,1,0.532853
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MPI-ESM1-2-LR,Period Mean (original grids),MeanState,above,scalar,Watt m-2,128.649
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MPI-ESM1-2-LR,Bias,MeanState,above,scalar,Watt m-2,-55.6033
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MPI-ESM1-2-LR,Bias Score,MeanState,above,score,1,0.494999
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MPI-ESM1-2-LR,Phase Shift,MeanState,above,scalar,months,0.508333
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MPI-ESM1-2-LR,Seasonal Cycle Score,MeanState,above,score,1,0.966327
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MPI-ESM1-2-LR,RMSE,MeanState,above,scalar,Watt m-2,14.5091
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MPI-ESM1-2-LR,RMSE Score,MeanState,above,score,1,0.392351
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MPI-ESM1-2-LR,Overall Score,MeanState,above,score,1,0.561507
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,BCC-CSM2-MR,Period Mean (original grids),MeanState,above,scalar,Watt m-2,119.173
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,BCC-CSM2-MR,Bias,MeanState,above,scalar,Watt m-2,-65.0797
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,BCC-CSM2-MR,Bias Score,MeanState,above,score,1,0.475513
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,BCC-CSM2-MR,Phase Shift,MeanState,above,scalar,months,0.508333
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,BCC-CSM2-MR,Seasonal Cycle Score,MeanState,above,score,1,0.966327
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,BCC-CSM2-MR,RMSE,MeanState,above,scalar,Watt m-2,16.5012
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,BCC-CSM2-MR,RMSE Score,MeanState,above,score,1,0.360954
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,BCC-CSM2-MR,Overall Score,MeanState,above,score,1,0.540937
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,GFDL_ESM4,Period Mean (original grids),MeanState,above,scalar,Watt m-2,121.42
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,GFDL_ESM4,Bias,MeanState,above,scalar,Watt m-2,-62.8325
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,GFDL_ESM4,Bias Score,MeanState,above,score,1,0.44498
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,GFDL_ESM4,Phase Shift,MeanState,above,scalar,months,1.01667
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,GFDL_ESM4,Seasonal Cycle Score,MeanState,above,score,1,0.932654
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,GFDL_ESM4,RMSE,MeanState,above,scalar,Watt m-2,18.7912
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,GFDL_ESM4,RMSE Score,MeanState,above,score,1,0.384595
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,GFDL_ESM4,Overall Score,MeanState,above,score,1,0.536706
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CNRM-ESM2-1,Period Mean (original grids),MeanState,above,scalar,Watt m-2,143.622
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CNRM-ESM2-1,Bias,MeanState,above,scalar,Watt m-2,-40.6305
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CNRM-ESM2-1,Bias Score,MeanState,above,score,1,0.472511
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CNRM-ESM2-1,Phase Shift,MeanState,above,scalar,months,1.01667
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CNRM-ESM2-1,Seasonal Cycle Score,MeanState,above,score,1,0.932654
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CNRM-ESM2-1,RMSE,MeanState,above,scalar,Watt m-2,43.8945
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CNRM-ESM2-1,RMSE Score,MeanState,above,score,1,0.388296
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CNRM-ESM2-1,Overall Score,MeanState,above,score,1,0.545439
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ES2L,Period Mean (original grids),MeanState,above,scalar,Watt m-2,129.564
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ES2L,Bias,MeanState,above,scalar,Watt m-2,-54.6887
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ES2L,Bias Score,MeanState,above,score,1,0.503487
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ES2L,Phase Shift,MeanState,above,scalar,months,1.01667
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ES2L,Seasonal Cycle Score,MeanState,above,score,1,0.932654
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ES2L,RMSE,MeanState,above,scalar,Watt m-2,17.0228
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ES2L,RMSE Score,MeanState,above,score,1,0.396269
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,MIROC-ES2L,Overall Score,MeanState,above,score,1,0.55717
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS1-3,Period Mean (original grids),MeanState,above,scalar,Watt m-2,129.529
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS1-3,Bias,MeanState,above,scalar,Watt m-2,-55.0128
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS1-3,Bias Score,MeanState,above,score,1,0.512202
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS1-3,Phase Shift,MeanState,above,scalar,months,0.508333
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS1-3,Seasonal Cycle Score,MeanState,above,score,1,0.966327
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS1-3,RMSE,MeanState,above,scalar,Watt m-2,23.2618
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS1-3,RMSE Score,MeanState,above,score,1,0.366749
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,ACCESS1-3,Overall Score,MeanState,above,score,1,0.553007
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM2,Period Mean (original grids),MeanState,above,scalar,Watt m-2,136.158
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM2,Bias,MeanState,above,scalar,Watt m-2,-48.3845
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM2,Bias Score,MeanState,above,score,1,0.417091
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM2,Phase Shift,MeanState,above,scalar,months,0
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM2,Seasonal Cycle Score,MeanState,above,score,1,1
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM2,RMSE,MeanState,above,scalar,Watt m-2,20.8639
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM2,RMSE Score,MeanState,above,score,1,0.387533
Forcings,SurfaceDownwardSWRadiation,WRMC.BSRN,CanESM2,Overall Score,MeanState,above,score,1,0.548039
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Benchmark Period Mean (intersection),MeanState,above,scalar,W m-2,115.773
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Benchmark Period Mean (complement),MeanState,above,scalar,W m-2,nan
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Period Mean (original grids),MeanState,above,scalar,W m-2,106.63
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Model Period Mean (intersection),MeanState,above,scalar,W m-2,106.581
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Model Period Mean (complement),MeanState,above,scalar,W m-2,nan
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Spatial Distribution Score,MeanState,above,score,1,0.824947
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Phase Shift,MeanState,above,scalar,months,0.430548
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Seasonal Cycle Score,MeanState,above,score,1,0.970494
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Bias,MeanState,above,scalar,W m-2,-9.11044
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Bias Score,MeanState,above,score,1,0.868884
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,RMSE,MeanState,above,scalar,W m-2,19.8258
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,RMSE Score,MeanState,above,score,1,0.845777
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CESM2,Overall Score,MeanState,above,score,1,0.871176
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Benchmark Period Mean (intersection),MeanState,above,scalar,W m-2,115.988
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Benchmark Period Mean (complement),MeanState,above,scalar,W m-2,nan
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Period Mean (original grids),MeanState,above,scalar,W m-2,110.16
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Model Period Mean (intersection),MeanState,above,scalar,W m-2,110.401
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Model Period Mean (complement),MeanState,above,scalar,W m-2,nan
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Spatial Distribution Score,MeanState,above,score,1,0.95501
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Phase Shift,MeanState,above,scalar,months,0.295615
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Seasonal Cycle Score,MeanState,above,score,1,0.980418
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Bias,MeanState,above,scalar,W m-2,-5.59313
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Bias Score,MeanState,above,score,1,0.917406
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,RMSE,MeanState,above,scalar,W m-2,12.6699
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,RMSE Score,MeanState,above,score,1,0.891242
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,EnsembleCMIP6,Overall Score,MeanState,above,score,1,0.927064
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Benchmark Period Mean (intersection),MeanState,above,scalar,W m-2,117.451
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Benchmark Period Mean (complement),MeanState,above,scalar,W m-2,nan
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Period Mean (original grids),MeanState,above,scalar,W m-2,108.783
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Model Period Mean (intersection),MeanState,above,scalar,W m-2,109.301
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Model Period Mean (complement),MeanState,above,scalar,W m-2,nan
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Spatial Distribution Score,MeanState,above,score,1,0.821765
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Phase Shift,MeanState,above,scalar,months,0.397551
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Seasonal Cycle Score,MeanState,above,score,1,0.973297
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Bias,MeanState,above,scalar,W m-2,-8.05985
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Bias Score,MeanState,above,score,1,0.867543
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,RMSE,MeanState,above,scalar,W m-2,19.543
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,RMSE Score,MeanState,above,score,1,0.832562
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,NorESM1-M,Overall Score,MeanState,above,score,1,0.865546
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Benchmark Period Mean (intersection),MeanState,above,scalar,W m-2,117.407
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Benchmark Period Mean (complement),MeanState,above,scalar,W m-2,nan
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Period Mean (original grids),MeanState,above,scalar,W m-2,115.013
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Model Period Mean (intersection),MeanState,above,scalar,W m-2,113.182
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Model Period Mean (complement),MeanState,above,scalar,W m-2,nan
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Spatial Distribution Score,MeanState,above,score,1,0.714457
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Phase Shift,MeanState,above,scalar,months,0.668563
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Seasonal Cycle Score,MeanState,above,score,1,0.951488
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Bias,MeanState,above,scalar,W m-2,-4.19449
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Bias Score,MeanState,above,score,1,0.855001
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,RMSE,MeanState,above,scalar,W m-2,22.6693
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,RMSE Score,MeanState,above,score,1,0.807853
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,CanESM2,Overall Score,MeanState,above,score,1,0.827331
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,MIROC-ES2L,Benchmark Period Mean (intersection),MeanState,above,scalar,W m-2,115.785
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,MIROC-ES2L,Benchmark Period Mean (complement),MeanState,above,scalar,W m-2,nan
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,MIROC-ES2L,Period Mean (original grids),MeanState,above,scalar,W m-2,116.591
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,MIROC-ES2L,Model Period Mean (intersection),MeanState,above,scalar,W m-2,114.877
Forcings,SurfaceDownwardSWRadiation,CERESed4.1,MIROC-ES2L,Model Period Mean (complement),MeanState,above,scalar,W m-2,nan
